sku;ean;han;brand;name;description;price;delivery_time;shipping_costs;url;image_url;category;delivery_time_at;shipping_costs_at
7.160.000.480;4052138093047;7.160.000.480;TROTEC;Original TROTEC HEPA H14 Hauptfilter – für TAC 6500;Original TROTEC Schwebstofffilter H14 für TAC 6500. Ersatzfilter nach EN 1822, 99,995 % Abscheidegrad. Autorisierter TROTEC Fachhändler, jetzt bestellen.;356.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-hepa-h14-main-filter-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-hepa-h14-filter-tac-6500-7160000480.jpg?v=1784321017;Ersatzfilter;4-6 Werktage;399.00
7.160.000.428-5P;;7.160.000.428;TROTEC;Original TROTEC G4 Z-Line Vorfilter 5er-Pack – für TAC 3500 / 3000;Original TROTEC G4 Z-Line Vorfilter im 5er-Sparpack für TAC 3500 und TAC 3000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;103.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-g4-z-line-pre-filter-5-pack-for-tac-3500-3000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-g4-z-line-pre-filter-5-pack-tac-3500.jpg?v=1786799731;Ersatzfilter;4-6 Werktage;399.00
7.160.000.453-2P;;7.160.000.453;TROTEC;Original TROTEC G4 Z-Line Vorfilter 2er-Pack – für TAC 5000;Original TROTEC G4 Z-Line Vorfilter im 2er-Sparpack für den TAC 5000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;104.98;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-g4-z-line-pre-filter-2-pack-for-tac-5000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-g4-z-line-pre-filter-2-pack-tac-5000.jpg?v=1786799731;Ersatzfilter;4-6 Werktage;399.00
7.160.000.454-2P;;7.160.000.454;TROTEC;Original TROTEC G4 Z-Line Vorfilter 2er-Pack – für TAC 6500;Original TROTEC G4 Z-Line Vorfilter im 2er-Sparpack für den TAC 6500. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;98.98;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-g4-z-line-pre-filter-2-pack-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-g4-z-line-pre-filter-2-pack-tac-6500.jpg?v=1786799472;Ersatzfilter;4-6 Werktage;399.00
7.160.000.414-3P;;7.160.000.414;TROTEC;Original TROTEC F7 Feinstaub-Taschenfilter 3er-Pack – für TAC 1500 / 1500 S;Original TROTEC F7 Feinstaub-Taschenfilter im 3er-Sparpack für TAC 1500 und TAC 1500 S. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;85.97;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-fine-dust-bag-filter-3-pack-for-tac-1500-1500-s;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-f7-bag-filter-3-pack-tac-1500.jpg?v=1786799731;Ersatzfilter;4-6 Werktage;399.00
7.160.000.430-3P;;7.160.000.430;TROTEC;Original TROTEC F7 Feinstaub-Taschenfilter 3er-Pack – für TAC 3500 / 3000;Original TROTEC F7 Feinstaub-Taschenfilter im 3er-Sparpack für TAC 3500 und TAC 3000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;109.97;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-fine-dust-bag-filter-3-pack-for-tac-3500-3000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-f7-bag-filter-3-pack-tac-3500.jpg?v=1786799731;Ersatzfilter;4-6 Werktage;399.00
7.160.000.450-2P;;7.160.000.450;TROTEC;Original TROTEC F7 Feinstaub-Taschenfilter 2er-Pack – für TAC 5000;Original TROTEC F7 Feinstaub-Taschenfilter im 2er-Sparpack für den TAC 5000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;110.98;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-fine-dust-bag-filter-2-pack-for-tac-5000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-f7-bag-filter-2-pack-tac-5000.jpg?v=1786799732;Ersatzfilter;4-6 Werktage;399.00
7.160.000.477-2P;;7.160.000.477;TROTEC;Original TROTEC F7 Feinstaub-Taschenfilter 2er-Pack – für TAC 6500;Original TROTEC F7 Feinstaub-Taschenfilter im 2er-Sparpack für den TAC 6500. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;126.98;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-fine-dust-bag-filter-2-pack-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-f7-bag-filter-2-pack-tac-6500.jpg?v=1786799752;Ersatzfilter;4-6 Werktage;399.00
7.160.000.409-2P;;7.160.000.409;TROTEC;Original TROTEC F7 Plisseefilter 2er-Pack – für TAC 750 E / 1500 / 1500 S;Original TROTEC F7 Plisseefilter im 2er-Sparpack für TAC 750 E, TAC 1500 und TAC 1500 S. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;104.98;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-pleated-filter-2-pack-for-tac-750-e-1500-1500-s;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-f7-pleated-filter-2-pack-tac-750e-1500.jpg?v=1786799752;Ersatzfilter;4-6 Werktage;399.00
7.160.000.416-3P;;7.160.000.416;TROTEC;Original TROTEC Overspray-Filter 3er-Pack – für TAC 750 E / 1500 / 1500 S;Original TROTEC Overspray-Filter im 3er-Sparpack für TAC 750 E, TAC 1500 und TAC 1500 S. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;85.97;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-overspray-filter-3-pack-for-tac-750-e-1500-1500-s;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-overspray-filter-3-pack-tac-750e-1500.jpg?v=1786799753;Ersatzfilter;4-6 Werktage;399.00
7.160.000.432-3P;;7.160.000.432;TROTEC;Original TROTEC Overspray-Filter 3er-Pack – für TAC 3500 / 3000;Original TROTEC Overspray-Filter im 3er-Sparpack für TAC 3500 und TAC 3000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;57.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-overspray-filter-3-pack-for-tac-3500-3000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-overspray-filter-3-pack-tac-3500.jpg?v=1786799753;Ersatzfilter;4-6 Werktage;399.00
7.160.000.452-2P;;7.160.000.452;TROTEC;Original TROTEC Overspray-Filter 2er-Pack – für TAC 5000;Original TROTEC Overspray-Filter im 2er-Sparpack für den TAC 5000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;96.58;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-overspray-filter-2-pack-for-tac-5000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/trotec-overspray-filter-2-pack-tac-5000.jpg?v=1786799753;Ersatzfilter;4-6 Werktage;399.00
7.160.000.429;4052138011294;7.160.000.429;TROTEC;Original TROTEC F7 Plisseefilter – für TAC 3500 / 3000;Original TROTEC F7 Plisseefilter für TAC 3500 und TAC 3000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;62.07;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-pleated-filter-for-tac-3500-3000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TAC-3000-F7-Plisseefilter-Kassette-16469-1377501671.jpg?v=1784320777;Ersatzfilter;4-6 Werktage;399.00
7.160.000.449;4052138012345;7.160.000.449;TROTEC;Original TROTEC F7 Plisseefilter – für TAC 5000 / TAC XT / Airozon 60000;Original TROTEC F7 Plisseefilter für TAC 5000, TAC XT und Airozon 60000. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;121.57;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-pleated-filter-for-tac-5000-tac-xt-airozon-60000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TAC-5000---TAC-V_2B---TAC-M---TAC-ECO---TAC-BASIC---TES-200---Airozon-60000-F7-Plisseefilter-16469-1377501671.jpg?v=1784320778;Ersatzfilter;4-6 Werktage;399.00
7.160.000.476;4052138011607;7.160.000.476;TROTEC;Original TROTEC F7 Plisseefilter – für TAC 6500;Original TROTEC F7 Plisseefilter für den TAC 6500. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;127.52;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-f7-pleated-filter-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TAC-6500-F7-Plisseefilter-Kassette-16469-1377501671.jpg?v=1784320778;Ersatzfilter;4-6 Werktage;399.00
7.160.000.479;4052138012390;7.160.000.479;TROTEC;Original TROTEC Overspray-Filter – für TAC 6500;Original TROTEC Overspray-Filter für den TAC 6500. Autorisierter TROTEC Fachhändler, kostenloser Versand innerhalb Deutschlands.;72.99;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/original-trotec-overspray-filter-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Farbnebelfilter-TAC-6500-18144-1402429120.jpg?v=1784320778;Ersatzfilter;4-6 Werktage;399.00
1125000204;4052138010990;1.125.000.204;TROTEC;TROTEC DH 25 S – Stationärer Industrie-Kondenstrockner (450 m³/h, 40 l/Tag);Stationärer Industrie-Luftentfeuchter, 450 m³/h, 40 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;1385.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-25-s-stationary-industrial-condensation-dryer-450-m-h-40-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/DH-25-S-Industrial-Dehumidifier-64837-1507644363.jpg?v=1784320525;Luftentfeuchter;12-25 Werktage;399.00
1125000210;4052138007372;1.125.000.210;TROTEC;TROTEC DH 95 S – Stationärer Industrie-Kondenstrockner (1.100 m³/h, 130 l/Tag);Stationärer Industrie-Luftentfeuchter, 1.100 m³/h, 130 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;2388.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-95-s-stationary-industrial-condensation-dryer-1-100-m-h-130-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/DH-95-S-Industrial-Dehumidifier-124838-1598278138.jpg?v=1784320526;Luftentfeuchter;12-25 Werktage;399.00
1125000216;4052138009857;1.125.000.216;TROTEC;TROTEC DH 105 S – Stationärer Industrie-Kondenstrockner (1.700 m³/h, 175 l/Tag);Stationärer Industrie-Luftentfeuchter, 1.700 m³/h, 175 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;3753.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-105-s-stationary-industrial-condensation-dryer-1-700-m-h-175-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/DH-105-S-Industrial-Dehumidifier-124834-1598277835.jpg?v=1784320526;Luftentfeuchter;12-25 Werktage;399.00
1125000221;4052138009864;1.125.000.221;TROTEC;TROTEC DH 115 S – Stationärer Industrie-Kondenstrockner (2.150 m³/h, 245 l/Tag);Stationärer Industrie-Luftentfeuchter, 2.150 m³/h, 245 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;4076.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-115-s-stationary-industrial-condensation-dryer-2-150-m-h-245-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/DH-115-S-Industrial-Dehumidifier-124830-1598277091.jpg?v=1784320526;Luftentfeuchter;12-25 Werktage;399.00
1125000224;4052138013359;1.125.000.224;TROTEC;TROTEC DH 145 SH – Stationärer Industrie-Kondenstrockner (4.300 m³/h, 485 l/Tag);Stationärer Industrie-Luftentfeuchter, 4.300 m³/h, 485 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;7100.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-145-sh-stationary-industrial-condensation-dryer-4-300-m-h-485-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/DH-145-SH-Industrial-Dehumidifier-23916-1597923748.jpg?v=1784320566;Luftentfeuchter;12-25 Werktage;399.00
1125000161;4052138019245;1.125.000.161;TROTEC;TROTEC DH 160 BX – Stationärer Industrie-Luftentfeuchter (2.200 m³/h, 245 l/Tag);Stationärer Industrie-Luftentfeuchter, 2.200 m³/h, 245 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;8491.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-160-bx-stationary-industrial-dehumidifier-2-200-m-h-245-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Industrial-Dehumidifier-DH-160-BX--109114-1566388681.jpg?v=1784320567;Luftentfeuchter;7-12 Werktage;399.00
1125000162;4052138020876;1.125.000.162;TROTEC;TROTEC DH 160 BX ES – Stationärer Industrie-Luftentfeuchter, Edelstahl (2.200 m³/h, 245 l/Tag);Stationärer Industrie-Luftentfeuchter in Edelstahlausführung, 2.200 m³/h, 245 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;10616.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-160-bx-es-stationary-industrial-dehumidifier-stainless-steel-2-200-m-h-245-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Industrial-Dehumidifier-DH-160-BX-ES-Stainless-Steel-97327-1540475994.jpg?v=1784320567;Luftentfeuchter;7-12 Werktage;399.00
1125000175;4052138055366;1.125.000.175;TROTEC;TROTEC DH 310 BX – Stationärer Industrie-Luftentfeuchter (4.600 m³/h, 500 l/Tag);Stationärer Industrie-Luftentfeuchter, 4.600 m³/h, 500 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;14389.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-310-bx-stationary-industrial-dehumidifier-4-600-m-h-500-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Industrial-Dehumidifier-DH-310-BX-130491-1610467346.jpg?v=1784320604;Luftentfeuchter;7-12 Werktage;399.00
1125000176;;1.125.000.176;TROTEC;TROTEC DH 310 BX ES – Stationärer Industrie-Luftentfeuchter, Edelstahl (4.600 m³/h, 500 l/Tag);Stationärer Industrie-Luftentfeuchter in Edelstahlausführung, 4.600 m³/h, 500 l/Tag. Projektberatung vom autorisierten TROTEC Fachhändler.;18359.00;10-20 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dh-310-bx-es-stationary-industrial-dehumidifier-stainless-steel-4-600-m-h-500-l-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Industrial-Dehumidifier-DH-310-BX-ES-stainless-steel-130405-1610356432.jpg?v=1784320605;Luftentfeuchter;7-12 Werktage;399.00
6100002040;;6.100.002.040;TROTEC;TROTEC HG 120 Mechanischer Hygrostat – Externe Feuchtesteuerung;Externer mechanischer Hygrostat mit Stecker und 2 m Kabel zur feuchtegesteuerten Regelung von TROTEC Entfeuchtern. Vom autorisierten TROTEC Fachhändler.;92.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-hg-120-mechanical-hygrostat-external-humidity-control;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/HG-120-S-Hygrostat-from-TTR-160-153886-1666017993.jpg?v=1784320645;Zubehör;4-6 Werktage;399.00
6100002042;;6.100.002.042;TROTEC;TROTEC HG 125 Elektronischer Hygrostat – für TTR 800-13500;Elektronischer Thermohygrostat zur präzisen Feuchtesteuerung stationärer TROTEC Trockner (TTR 800-13500). Vom autorisierten TROTEC Fachhändler.;362.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-hg-125-electronic-hygrostat-for-ttr-800-13500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Electronic-thermohygrostat-HG-125-153888-1666017993.jpg?v=1784320646;Luftentfeuchter;4-6 Werktage;399.00
6100000019;;6.100.000.019;TROTEC;TROTEC Externe Kondensatpumpe – für DH Serie (160 l/h, 4,3 m Förderhöhe);Externe Kondensatpumpe für stationäre TROTEC DH Entfeuchter, 160 l/h, 4,3 m Förderhöhe. Vom autorisierten TROTEC Fachhändler.;553.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-external-condensate-pump-for-dh-series-160-l-h-4-3-m-head;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/External-condensate-pump-97794-1542378461.jpg?v=1784320646;Zubehör;4-6 Werktage;399.00
1110000150;4052138002476;1.110.000.150;TROTEC;TROTEC TTR 800 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 800 mit 950 m³/h und 3,6 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;9309.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-800-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-800-152868-1662644737.jpg?v=1784321567;Luftentfeuchter;60-90 Werktage;399.00
1110000160;4052138011614;1.110.000.160;TROTEC;TROTEC TTR 1400 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 1400 mit 1750 m³/h und 7,4 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;11093.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-1400-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-1400-152869-1662645525.jpg?v=1784321567;Luftentfeuchter;60-90 Werktage;399.00
1110000171;4052138007839;1.110.000.171;TROTEC;TROTEC TTR 2000 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 2000 mit 2350 m³/h und 10,8 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;15367.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-2000-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-2000-152870-1662645762.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000175;4052138007853;1.110.000.175;TROTEC;TROTEC TTR 2800 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 2800 mit 3150 m³/h und 15,7 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;17297.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-2800-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-2800-152871-1662646931.jpg?v=1784321567;Luftentfeuchter;60-90 Werktage;399.00
1110000177;4052138007877;1.110.000.177;TROTEC;TROTEC TTR 3700 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 3700 mit 4300 m³/h und 20,5 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;18822.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-3700-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-3700-152872-1662706098.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000182;4052138007884;1.110.000.182;TROTEC;TROTEC TTR 5200 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 5200 mit 5800 m³/h und 29,1 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;26585.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-5200-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-5200-152873-1662706383.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000187;4052138008744;1.110.000.187;TROTEC;TROTEC TTR 6600 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 6600 mit 7200 m³/h und 37,2 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;29700.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-6600-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-6600-152874-1662706517.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000190;4052138008768;1.110.000.190;TROTEC;TROTEC TTR 8200 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 8200 mit 9000 m³/h und 46,2 kg/h Entfeuchtung für industrielle Prozesse. Projektartikel mit Beratung. Jetzt Angebot anfragen.;33989.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-8200-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorptionstrockner-TTR-8200-152875-1662706684.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000192;4052138008775;1.110.000.192;TROTEC;TROTEC TTR 10000 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 10000 mit 9800 m³/h Trockenluft nominal und 55,1 kg/h Entfeuchtung. Projektartikel mit Beratung. Jetzt Angebot anfragen.;39320.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-10000-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorption-dryer-TTR-10000-156296-1671546031.jpg?v=1784321568;Luftentfeuchter;60-90 Werktage;399.00
1110000195;4052138008782;1.110.000.195;TROTEC;TROTEC TTR 12000 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 12000 mit 11800 m³/h Trockenluft nominal und 66,5 kg/h Entfeuchtung. Projektartikel mit Beratung. Jetzt Angebot anfragen.;44332.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-12000-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorption-dryer-TTR-12000-156295-1671546066.jpg?v=1784321569;Luftentfeuchter;60-90 Werktage;399.00
1110000197;4052138008805;1.110.000.197;TROTEC;TROTEC TTR 13500 – Stationärer Industrie-Adsorptionstrockner;Stationärer TROTEC Adsorptionstrockner TTR 13500 mit 13300 m³/h Trockenluft nominal und 74,6 kg/h Entfeuchtung. Projektartikel mit Beratung. Jetzt Angebot anfragen.;48313.00;60-90 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttr-13500-stationary-industrial-desiccant-dehumidifier;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Adsorption-dryer-TTR-13500-156294-1671546124.jpg?v=1784321569;Luftentfeuchter;60-90 Werktage;399.00
6.100.007.062;4052138096604;6.100.007.062;TROTEC;TROTEC TAC Schalldämpfer – für TAC XT Serie;Original TROTEC Schallschutz für den Multi-Airhandler TAC XT 18. Reduziert das Betriebsgeräusch deutlich. Lieferung in 5-10 Werktagen. Jetzt bestellen.;102.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-tac-silencer-for-tac-xt-series;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Schallschutzhaube-TAC-V_2B---TAC-M----TAC-BASIC---TAC-ECO---TES-200-125109-1599036656.jpg?v=1784321568;Zubehör;4-6 Werktage;399.00
6.100.007.072;4052138112830;6.100.007.072;TROTEC;TROTEC Schallschutzkappen – für TAC XT Serie;Original TROTEC Schallkappen im 2er-Set für den Multi-Airhandler TAC XT 18. Deutlich reduzierte Geräuschwahrnehmung. Lieferung in 5-10 Werktagen.;186.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-sound-protection-caps-for-tac-xt-series;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Schallkappen-f_C3_BCr-TAC-Hochleistungsluftreiniger-139387-1629357492.jpg?v=1784321569;Zubehör;4-6 Werktage;399.00
6.100.007.066;4052138107447;6.100.007.066;TROTEC;TROTEC FlowExtender Silence+ – für TAC XT Serie;Original TROTEC FlowExtender Silence+ für den TAC XT 18: erhöht die Ausblasposition um 50 cm und dämpft ca. 3 dB. Lieferung in 5-10 Werktagen.;326.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-flowextender-silence-for-tac-xt-series;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/FlowExtender-Silence_2B-in-basaltgrau-schwarz-f_C3_BCr-TAC-Hochleistungsluftreiniger-142218-1634310540.jpg?v=1784321568;Zubehör;4-6 Werktage;399.00
6.100.007.061;4052138095881;6.100.007.061;TROTEC;TROTEC Anschlusshaube für Schlauchanschluss – für TAC XT Serie;Original TROTEC Schlauchanschluss-Aufsatzhaube (300 mm) für den TAC XT 18: verbindet das Gerät mit Luftleitsystemen. Lieferung in 5-10 Werktagen.;179.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-attachment-hood-for-hose-connection-for-tac-xt-series;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/schlauchanschluss-aufsatzhaube-174a.jpg?v=1784321568;Zubehör;4-6 Werktage;399.00
6.100.007.060;4052138095874;6.100.007.060;TROTEC;TROTEC Dual-Heat Luftverteilturm – für TAC XT Serie;Original TROTEC DualHeat Ausblasturm für den TAC XT 18: Ausblasoption für Heizanwendungen ohne HEPA-Filtration. Lieferung in 5-10 Werktagen.;117.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-dual-heat-air-distribution-tower-for-tac-xt-series;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TES-200-DualHeat-blow-out-tower-117780-1586184640.jpg?v=1784321568;Zubehör;4-6 Werktage;399.00
